Date,EUR,JPY,GBP,AUD,CAD,CHF,CNY,SEK,NZD,MXN,INR
21-12-2018,0.873,111.32,0.7886,1.4058,1.3506,0.987,6.9012,8.9612,1.4799,19.8773,70.046
20-12-2018,0.8729,111.18,0.7891,1.4052,1.3499,0.9871,6.8851,8.9672,1.4753,19.8719,70.325
19-12-2018,0.879,112.48,0.793,1.4069,1.3485,0.9946,6.8922,9.0966,1.4781,20.116,70.278
18-12-2018,0.8801,112.53,0.7909,1.3923,1.3465,0.9927,6.8951,9.07,1.4605,20.08,70.62
17-12-2018,0.8812,112.83,0.792,1.3926,1.3405,0.993,6.8972,9.0586,1.4704,20.0775,71.61
16-12-2018,0.8845,113.4,0.7946,1.3937,1.3388,0.9977,6.9076,9.0618,1.4724,20.1573,71.92
15-12-2018,0.88435,113.395,0.7946,1.39355,1.3386,0.99775,6.90765,9.061,1.4718,20.19895,71.92
14-12-2018,0.8842,113.39,0.7946,1.3934,1.3384,0.9978,6.9077,9.0602,1.4712,20.2406,71.92
13-12-2018,0.88,113.64,0.7901,1.3837,1.3352,0.9942,6.8816,9.0566,1.4582,20.3155,71.53
12-12-2018,0.8797,113.28,0.7919,1.3847,1.3351,0.9936,6.88,9.087,1.458,20.0795,71.84
11-12-2018,0.8836,113.39,0.8007,1.3877,1.339,0.9935,6.9,9.0895,1.4538,20.206,72.29
10-12-2018,0.8806,113.34,0.796,1.3907,1.3395,0.9905,6.9117,9.0954,1.4554,20.31,72.52
09-12-2018,0.8772,112.52,0.7862,1.3925,1.3329,0.9899,6.8757,9.0409,1.4613,20.2904,71.375
08-12-2018,0.87805,112.625,0.7859,1.3907,1.3325,0.9902,6.8757,9.0414,1.4587,20.2786,71.1175
07-12-2018,0.8789,112.73,0.7856,1.3889,1.3321,0.9905,6.8757,9.0419,1.4561,20.2668,70.86
06-12-2018,0.8791,112.67,0.7822,1.382,1.338,0.9929,6.8827,8.988,1.4544,20.352,70.85
05-12-2018,0.8814,113.19,0.7853,1.3757,1.3354,0.9977,6.8567,8.9789,1.4496,20.502,70.56
04-12-2018,0.8814,112.78,0.7862,1.3626,1.3261,0.9975,6.8373,9.0193,1.4432,20.5135,70.53
03-12-2018,0.8808,113.67,0.7859,1.3592,1.3197,0.9978,6.883,9.0132,1.4434,20.3625,70.44
02-12-2018,0.8816,113.77,0.7842,1.3561,1.3256,0.9987,6.959,9.0695,1.4471,20.1672,69.77
01-12-2018,0.88265,113.62,0.78405,1.36135,1.3276,0.9988,6.95975,9.088,1.45005,20.2862,69.71
30-11-2018,0.8837,113.47,0.7839,1.3666,1.3296,0.9989,6.9605,9.1065,1.453,20.4052,69.65
29-11-2018,0.8778,113.48,0.7815,1.3663,1.3283,0.9959,6.9425,9.0663,1.4582,20.24,69.78
28-11-2018,0.8798,113.69,0.7797,1.3688,1.3276,0.9938,6.9539,9.0373,1.4554,20.2963,70.64
27-11-2018,0.8859,113.78,0.7843,1.3843,1.3295,0.9989,6.9515,9.1071,1.4732,20.4782,70.785
26-11-2018,0.8828,113.59,0.7792,1.3848,1.3252,0.9986,6.9408,9.0943,1.477,20.6175,70.82
25-11-2018,0.8821,112.91,0.7805,1.3829,1.3228,0.9973,6.9485,9.0919,1.4768,20.4077,70.675
24-11-2018,0.8819,112.93,0.78045,1.3824,1.32325,0.997,6.9485,9.0924,1.47575,20.40885,70.665
23-11-2018,0.8817,112.95,0.7804,1.3819,1.3237,0.9967,6.9485,9.0929,1.4747,20.41,70.655
22-11-2018,0.8766,112.94,0.7765,1.3784,1.319,0.995,6.9319,9.0409,1.4675,20.3125,70.69
21-11-2018,0.8783,113.06,0.7826,1.3769,1.3231,0.9949,6.927,9.0428,1.4635,20.246,71.305
20-11-2018,0.8794,112.77,0.782,1.3862,1.3306,0.995,6.9452,9.0937,1.4726,20.359,71.43
19-11-2018,0.8731,112.56,0.7782,1.3709,1.3171,0.9936,6.942,9.0043,1.4624,20.3795,71.61
18-11-2018,0.8762,112.72,0.7791,1.3665,1.3148,0.9994,6.938,9.0072,1.4574,20.1431,71.785
17-11-2018,0.87595,112.775,0.779,1.3648,1.3147,0.99965,6.938,9.00645,1.45565,20.1469,71.8825
16-11-2018,0.8757,112.83,0.7789,1.3631,1.3146,0.9999,6.938,9.0057,1.4539,20.1507,71.98
15-11-2018,0.8828,113.64,0.7822,1.3743,1.3178,1.0071,6.9393,9.0639,1.4644,20.232,71.915
14-11-2018,0.8841,113.62,0.7694,1.3819,1.3239,1.0058,6.9505,9.0852,1.4708,20.41,72.31
13-11-2018,0.8857,113.81,0.7709,1.3853,1.3236,1.007,6.956,9.0541,1.4782,20.493,72.615
12-11-2018,0.8914,113.83,0.7783,1.3941,1.3247,1.0109,6.9635,9.1487,1.4904,20.3675,72.86
11-11-2018,0.8831,113.85,0.7729,1.3838,1.3194,1.006,6.9569,9.0834,1.4861,20.1154,72.48
10-11-2018,0.8826,113.84,0.77175,1.38395,1.32025,1.00575,6.95685,9.0817,1.485,20.1279,72.48
09-11-2018,0.8821,113.83,0.7706,1.3841,1.3211,1.0055,6.9568,9.08,1.4839,20.1404,72.48
08-11-2018,0.88,114.06,0.7656,1.378,1.3152,1.006,6.9345,9.0197,1.4806,20.1963,72.38
07-11-2018,0.8752,113.53,0.7618,1.3743,1.3112,1.0023,6.92,9.0254,1.473,19.8715,72.45
06-11-2018,0.8751,113.44,0.7634,1.3799,1.3124,1.0025,6.9195,9.0434,1.4842,19.7255,72.955
05-11-2018,0.8767,113.19,0.7669,1.3867,1.311,1.0045,6.9257,9.0579,1.501,19.8875,73.08
04-11-2018,0.8774,113.13,0.7689,1.3893,1.3101,1.0025,6.8909,9.0478,1.5042,20.0252,72.915
03-11-2018,0.87775,113.165,0.7699,1.38915,1.3105,1.00305,6.8908,9.0539,1.50275,20.02935,72.6775
02-11-2018,0.8781,113.2,0.7709,1.389,1.3109,1.0036,6.8907,9.06,1.5013,20.0335,72.44
01-11-2018,0.8765,112.72,0.7684,1.3878,1.3087,1.0021,6.9234,9.043,1.5027,20.1565,73.455
31-10-2018,0.8841,112.94,0.7833,1.4137,1.3155,1.0086,6.9756,9.1671,1.5345,20.3397,73.96
30-10-2018,0.8814,113.09,0.787,1.4073,1.3107,1.0051,6.9672,9.1754,1.5258,20.052,73.68
29-10-2018,0.8793,112.38,0.7816,1.4175,1.3135,1.0018,6.9619,9.1512,1.5332,20.0622,73.4
28-10-2018,0.8773,111.93,0.7793,1.409,1.3098,0.9977,6.9435,9.1308,1.5326,19.3857,73.461
27-10-2018,0.87705,111.92,0.77925,1.4091,1.31025,0.99735,6.9435,9.13165,1.53415,19.3736,73.4605
26-10-2018,0.8768,111.91,0.7792,1.4092,1.3107,0.997,6.9435,9.1325,1.5357,19.3615,73.46
25-10-2018,0.8791,112.42,0.7802,1.4122,1.3071,0.9997,6.9489,9.113,1.5326,19.4905,73.23
24-10-2018,0.8778,112.26,0.7763,1.4166,1.3054,0.9979,6.944,9.1252,1.5314,19.6091,73.23
23-10-2018,0.8717,112.44,0.7702,1.4112,1.3084,0.9949,6.9383,9.0257,1.5265,19.2975,73.55
22-10-2018,0.8722,112.83,0.7714,1.4122,1.3101,0.996,6.9474,9.0011,1.5245,19.4085,73.56
21-10-2018,0.8689,112.47,0.7654,1.4059,1.3104,0.9963,6.9295,8.9893,1.5166,19.2955,73.475
20-10-2018,0.8687,112.51,0.7652,1.4051,1.31015,0.9964,6.9296,8.98925,1.5166,19.28125,73.425
19-10-2018,0.8685,112.55,0.765,1.4043,1.3099,0.9965,6.9297,8.9892,1.5166,19.267,73.375
18-10-2018,0.8731,112.19,0.7681,1.4085,1.3086,0.9957,6.9376,9.0423,1.5283,19.1545,73.53
17-10-2018,0.8694,112.65,0.7625,1.4067,1.3018,0.9953,6.9275,8.9654,1.5268,18.88,73.6
16-10-2018,0.864,112.25,0.7583,1.4004,1.2934,0.9907,6.912,8.905,1.5187,18.752,73.465
15-10-2018,0.8637,111.78,0.7603,1.4023,1.2992,0.987,6.9168,8.9532,1.5265,18.8425,73.77
14-10-2018,0.8658,112.21,0.7632,1.4071,1.3024,0.9909,6.9222,8.9703,1.5385,18.8814,73.686
13-10-2018,0.86535,112.205,0.76165,1.4059,1.3023,0.99125,6.92235,8.96575,1.53755,18.8702,73.648
12-10-2018,0.8649,112.2,0.7601,1.4047,1.3022,0.9916,6.9225,8.9612,1.5366,18.859,73.61
11-10-2018,0.8625,112.17,0.7556,1.4037,1.3029,0.9895,6.8899,8.9741,1.5341,18.9795,74.05
10-10-2018,0.868,112.28,0.7578,1.4159,1.3068,0.9901,6.9242,9.1437,1.5506,19.1576,74.25
09-10-2018,0.8703,112.95,0.7608,1.4079,1.2947,0.9919,6.9227,9.1051,1.5447,19.04,74.34
08-10-2018,0.8701,113.23,0.764,1.4127,1.2966,0.9927,6.9307,9.0863,1.5507,18.9425,74.065
07-10-2018,0.8679,113.71,0.7618,1.4177,1.2948,0.9914,6.8689,9.0704,1.5533,18.7694,73.771
06-10-2018,0.86785,113.715,0.7619,1.41785,1.29425,0.9916,6.8689,9.0677,1.5526,18.79745,73.7705
05-10-2018,0.8678,113.72,0.762,1.418,1.2937,0.9918,6.8689,9.065,1.5519,18.8255,73.77
04-10-2018,0.8685,113.92,0.768,1.4136,1.2925,0.9917,6.8689,9.0592,1.5432,19.1005,73.63
03-10-2018,0.8712,114.53,0.7728,1.4076,1.2869,0.9923,6.8689,9.0532,1.5349,19.045,73.345
02-10-2018,0.8659,113.67,0.7705,1.3911,1.2823,0.9839,6.8689,9.0083,1.5166,18.7955,72.925
01-10-2018,0.8638,113.92,0.7667,1.3842,1.2812,0.9838,6.8689,8.9457,1.5118,18.7176,72.925
30-09-2018,0.8617,113.8,0.767,1.3844,1.2837,0.9815,6.8689,8.8897,1.5101,18.6747,72.515
29-09-2018,0.86155,113.745,0.7672,1.3837,1.28715,0.9818,6.8689,8.8892,1.5105,18.69655,72.5125
28-09-2018,0.8614,113.69,0.7674,1.383,1.2906,0.9821,6.8689,8.8887,1.5109,18.7184,72.51
27-09-2018,0.859,113.38,0.7645,1.3875,1.3042,0.9773,6.8902,8.8561,1.5107,18.7843,72.57
26-09-2018,0.8518,112.73,0.7595,1.3777,1.3019,0.9659,6.8786,8.8108,1.5025,18.843,72.6
25-09-2018,0.8495,112.97,0.7585,1.3792,1.2953,0.9651,6.8665,8.8086,1.5039,18.992,72.685
24-09-2018,0.8512,112.81,0.7622,1.3787,1.2956,0.9648,6.8571,8.7992,1.5047,18.9685,72.67
23-09-2018,0.8511,112.53,0.7646,1.3742,1.2915,0.9587,6.8578,8.7843,1.4965,18.8479,72.24
22-09-2018,0.85105,112.555,0.76465,1.37285,1.2915,0.9587,6.85745,8.7855,1.49605,18.8397,72.24
21-09-2018,0.851,112.58,0.7647,1.3715,1.2915,0.9587,6.8571,8.7867,1.4956,18.8315,72.24
20-09-2018,0.8491,112.5,0.7538,1.3715,1.2903,0.9589,6.8468,8.7734,1.4958,18.828,72.015
19-09-2018,0.8567,112.28,0.7608,1.3766,1.2915,0.9672,6.8483,8.8713,1.5114,18.776,72.36
18-09-2018,0.857,112.36,0.7605,1.3851,1.2974,0.9646,6.8616,8.9091,1.5193,18.8068,72.71
17-09-2018,0.8559,111.84,0.76,1.3923,1.3044,0.9626,6.857,8.9115,1.5203,18.838,72.54
16-09-2018,0.86,111.97,0.7652,1.3988,1.3044,0.9673,6.8666,9.0503,1.5288,18.895,72.105
15-09-2018,0.8599,112.015,0.76525,1.39845,1.30385,0.9674,6.8678,9.0515,1.52795,18.8916,71.9925
14-09-2018,0.8598,112.06,0.7653,1.3981,1.3033,0.9675,6.869,9.0527,1.5271,18.8882,71.88
13-09-2018,0.8555,111.92,0.763,1.3902,1.2998,0.9655,6.8448,8.953,1.5226,18.8335,72.037
12-09-2018,0.8601,111.27,0.7664,1.3949,1.2997,0.9707,6.8606,8.9813,1.5233,19.0177,72.16
11-09-2018,0.8616,111.64,0.7671,1.4036,1.3067,0.9722,6.873,9.0408,1.5324,19.187,72.64
10-09-2018,0.8626,111.12,0.7677,1.4055,1.3164,0.9751,6.8556,9.0682,1.5321,19.2715,72.455
09-09-2018,0.865,110.93,0.7735,1.4055,1.3172,0.9688,6.84,9.0529,1.53,19.3285,72.105
08-09-2018,0.8653,111.005,0.7737,1.4063,1.3164,0.96905,6.8419,9.0557,1.53005,19.32625,71.9475
07-09-2018,0.8656,111.08,0.7739,1.4071,1.3156,0.9693,6.8438,9.0585,1.5301,19.324,71.79
06-09-2018,0.8605,110.75,0.7732,1.3893,1.314,0.9652,6.8355,9.1068,1.5174,19.183,71.95
05-09-2018,0.8599,111.53,0.7749,1.3903,1.3175,0.9718,6.8305,9.0542,1.5172,19.3427,71.755
04-09-2018,0.8634,111.45,0.7779,1.3928,1.3188,0.9745,6.8442,9.0872,1.5253,19.4035,71.585
03-09-2018,0.8603,111.08,0.7769,1.3863,1.3092,0.9693,6.8228,9.0965,1.515,19.1927,71.215
02-09-2018,0.8622,111.14,0.7739,1.3907,1.3064,0.9697,6.8359,9.1515,1.5134,19.1129,71.005
01-09-2018,0.86205,111.09,0.7726,1.3902,1.30515,0.96925,6.8337,9.1502,1.5115,19.09895,71.005
31-08-2018,0.8619,111.04,0.7713,1.3897,1.3039,0.9688,6.8315,9.1489,1.5096,19.085,71.005
30-08-2018,0.8569,110.98,0.7685,1.3762,1.2981,0.9691,6.8445,9.118,1.5022,19.1135,70.745
29-08-2018,0.8541,111.67,0.7677,1.3679,1.2904,0.9706,6.8213,9.1377,1.4887,18.9554,70.535
28-08-2018,0.855,111.19,0.7765,1.3628,1.2931,0.9764,6.803,9.1388,1.4906,19.0822,70.1
27-08-2018,0.8563,111.08,0.7756,1.36,1.2965,0.9798,6.8156,9.0936,1.4934,18.7655,70.165
26-08-2018,0.8585,111.29,0.7776,1.3617,1.301,0.9824,6.8016,9.1067,1.4923,18.7843,69.775
25-08-2018,0.8595,111.26,0.7778,1.36305,1.30195,0.98285,6.8043,9.1165,1.49335,18.8479,69.8725
24-08-2018,0.8605,111.23,0.778,1.3644,1.3029,0.9833,6.807,9.1263,1.4944,18.9115,69.97
23-08-2018,0.8666,111.3,0.7802,1.3792,1.3082,0.9862,6.8777,9.1426,1.5069,19.009,70.105
22-08-2018,0.8623,110.56,0.7745,1.3611,1.2997,0.983,6.8418,9.0655,1.4932,18.7287,69.87
21-08-2018,0.8642,110.31,0.7751,1.3567,1.3036,0.9853,6.8472,9.0946,1.4944,18.9562,69.86
20-08-2018,0.871,110.07,0.7814,1.3624,1.3047,0.9915,6.8578,9.1547,1.5061,19.005,69.82
19-08-2018,0.8743,110.48,0.7845,1.3684,1.306,0.9953,6.8776,9.1561,1.5099,18.8936,69.795
18-08-2018,0.8743,110.49,0.78435,1.3678,1.306,0.9956,6.87755,9.15435,1.5082,18.89355,69.9475
17-08-2018,0.8743,110.5,0.7842,1.3672,1.306,0.9959,6.8775,9.1526,1.5065,18.8935,70.1
16-08-2018,0.879,110.89,0.7862,1.3772,1.3153,0.9968,6.8825,9.1899,1.5179,18.982,70.09
15-08-2018,0.8814,110.75,0.7875,1.3813,1.3142,0.9936,6.9348,9.2052,1.5232,19.1373,69.92
14-08-2018,0.8815,111.16,0.7859,1.3803,1.3056,0.9942,6.8842,9.144,1.5213,18.8826,69.96
13-08-2018,0.8765,110.73,0.7832,1.3757,1.3134,0.9934,6.8913,9.118,1.52,19.12,70.02
12-08-2018,0.8777,110.63,0.7838,1.3722,1.315,0.9945,6.8472,9.1416,1.5187,19.0836,69.095
11-08-2018,0.877,110.785,0.7835,1.371,1.31475,0.99495,6.8472,9.13175,1.5191,18.9968,68.9925
10-08-2018,0.8763,110.94,0.7832,1.3698,1.3145,0.9954,6.8472,9.1219,1.5195,18.91,68.89
09-08-2018,0.8676,111.08,0.7798,1.3565,1.305,0.9935,6.821,9.0083,1.5122,18.6928,68.76
08-08-2018,0.8612,110.98,0.7763,1.3456,1.3023,0.9933,6.8357,8.9491,1.4822,18.4711,68.66
07-08-2018,0.8621,111.39,0.7729,1.3475,1.3053,0.9954,6.8318,8.9162,1.4848,18.4571,68.63
06-08-2018,0.8656,111.41,0.7725,1.3537,1.3004,0.9966,6.8535,8.9381,1.4852,18.519,68.83
05-08-2018,0.8649,111.24,0.769,1.3523,1.3014,0.9946,6.8342,8.9218,1.4827,18.5724,68.515
04-08-2018,0.8647,111.255,0.7689,1.35185,1.3002,0.99445,6.8337,8.9183,1.48285,18.5632,68.53
03-08-2018,0.8645,111.27,0.7688,1.3514,1.299,0.9943,6.8332,8.9148,1.483,18.554,68.545
02-08-2018,0.8632,111.66,0.7681,1.3587,1.3023,0.9951,6.8428,8.8934,1.4808,18.6505,68.625
01-08-2018,0.8577,111.72,0.7619,1.3506,1.3005,0.9921,6.8227,8.8069,1.4726,18.588,68.35
31-07-2018,0.8554,111.88,0.7619,1.3461,1.3007,0.9903,6.8127,8.7924,1.4668,18.648,68.46
30-07-2018,0.8542,111.07,0.7615,1.3501,1.3036,0.9883,6.815,8.7521,1.4656,18.5395,68.605
29-07-2018,0.8577,110.94,0.7627,1.3513,1.3065,0.9941,6.8137,8.8348,1.4716,18.6219,68.625
28-07-2018,0.8578,110.995,0.7627,1.3512,1.3059,0.9943,6.8137,8.8378,1.47225,18.6251,68.615
27-07-2018,0.8579,111.05,0.7627,1.3511,1.3053,0.9945,6.8137,8.8408,1.4729,18.6283,68.605
26-07-2018,0.8589,111.22,0.7629,1.3555,1.3074,0.9942,6.7927,8.8121,1.4741,18.6259,68.66
25-07-2018,0.8527,110.97,0.7582,1.3414,1.3046,0.9919,6.7697,8.7569,1.4627,18.6676,68.73
24-07-2018,0.8558,111.2,0.7608,1.3475,1.3154,0.9936,6.7915,8.8164,1.4704,18.8805,68.948
23-07-2018,0.8552,111.34,0.7632,1.3547,1.3173,0.9925,6.793,8.8593,1.4736,18.882,68.845
22-07-2018,0.8517,111.06,0.7608,1.3454,1.312,0.991,6.7592,8.8475,1.4662,19.0243,68.743
21-07-2018,0.85245,111.235,0.7611,1.34625,1.3135,0.9918,6.76505,8.85105,1.46745,19.02415,68.7415
20-07-2018,0.8532,111.41,0.7614,1.3471,1.315,0.9926,6.7709,8.8546,1.4687,19.024,68.74
19-07-2018,0.8589,112.47,0.7684,1.3589,1.327,0.9992,6.7751,8.9135,1.4824,19.0535,69.02
18-07-2018,0.8592,112.86,0.765,1.3517,1.3171,0.9989,6.7196,8.8663,1.4719,18.8965,68.625
17-07-2018,0.8576,112.87,0.7625,1.3534,1.319,1.0002,6.7065,8.8403,1.4741,18.8893,68.43
16-07-2018,0.8539,112.3,0.7556,1.3477,1.3135,0.9968,6.6911,8.8249,1.4754,18.82,68.55
15-07-2018,0.8563,112.4,0.756,1.3479,1.3157,1.0023,6.6956,8.8941,1.4783,18.9033,68.497
14-07-2018,0.85605,112.39,0.7558,1.34745,1.3159,1.002,6.69365,8.8888,1.47825,18.89715,68.4985
13-07-2018,0.8558,112.38,0.7556,1.347,1.3161,1.0017,6.6917,8.8835,1.4782,18.891,68.5
12-07-2018,0.8567,112.56,0.7572,1.3498,1.3154,1.0024,6.6677,8.8702,1.4741,18.9795,68.52
11-07-2018,0.8567,112.02,0.7572,1.3574,1.3206,0.9959,6.6812,8.8228,1.4793,19.083,68.73
10-07-2018,0.8515,111,0.7532,1.3406,1.3111,0.992,6.6299,8.7403,1.4624,18.9271,68.755
09-07-2018,0.8509,110.85,0.7542,1.3392,1.311,0.9916,6.6161,8.726,1.4628,19.22,68.66
08-07-2018,0.851,110.44,0.7522,1.3448,1.3096,0.9893,6.6406,8.7209,1.4632,19.0757,68.765
07-07-2018,0.8511,110.45,0.75245,1.34505,1.3089,0.9896,6.6421,8.7221,1.4625,19.05175,68.785
06-07-2018,0.8512,110.46,0.7527,1.3453,1.3082,0.9899,6.6436,8.7233,1.4618,19.0278,68.805
05-07-2018,0.8554,110.62,0.756,1.3537,1.3133,0.9932,6.6371,8.7664,1.4739,19.215,68.88
04-07-2018,0.8579,110.47,0.7558,1.3545,1.3143,0.9928,6.6325,8.7891,1.4788,19.4495,68.69
03-07-2018,0.8579,110.59,0.758,1.3539,1.3139,0.9925,6.6425,8.8298,1.4804,19.4565,68.55
02-07-2018,0.8591,110.89,0.7609,1.3621,1.3186,0.9936,6.668,8.9655,1.4889,19.953,68.72
01-07-2018,0.8563,110.73,0.7572,1.3518,1.3148,0.9903,6.6253,8.9502,1.4756,19.8094,68.445
30-06-2018,0.85605,110.705,0.75715,1.35115,1.314,0.9905,6.62315,8.9491,1.4768,19.86345,68.4525
29-06-2018,0.8558,110.68,0.7571,1.3505,1.3132,0.9907,6.621,8.948,1.478,19.9175,68.46
28-06-2018,0.8643,110.5,0.7647,1.3597,1.3246,0.9974,6.627,9.0195,1.4802,19.718,68.84
27-06-2018,0.8656,110.26,0.7627,1.3622,1.3339,0.9972,6.6047,8.9762,1.4725,20.1794,68.64
26-06-2018,0.8586,110.06,0.756,1.3524,1.331,0.9906,6.5793,8.8826,1.4574,19.9533,68.37
25-06-2018,0.8545,109.78,0.7532,1.3488,1.3295,0.987,6.54,8.848,1.4493,19.8947,68.115
24-06-2018,0.8574,109.94,0.754,1.3442,1.3279,0.9879,6.5053,8.8605,1.4462,20.0463,67.865
23-06-2018,0.85765,109.955,0.7538,1.344,1.32755,0.98795,6.50555,8.8571,1.4469,20.03065,67.8675
22-06-2018,0.8579,109.97,0.7536,1.3438,1.3272,0.988,6.5058,8.8537,1.4476,20.015,67.87
21-06-2018,0.8619,110,0.7546,1.3547,1.3314,0.9918,6.4932,8.8923,1.4534,20.326,67.945
20-06-2018,0.8641,110.36,0.7591,1.3572,1.3312,0.9961,6.4737,8.8834,1.4571,20.36,68.06
19-06-2018,0.8629,110.06,0.7587,1.3543,1.3284,0.9941,6.4852,8.8959,1.449,20.5255,68.31
18-06-2018,0.8603,110.55,0.755,1.3471,1.32,0.9951,6.4394,8.8157,1.4401,20.509,68.04
17-06-2018,0.8625,110.64,0.7533,1.3443,1.3198,0.9978,6.434,8.8029,1.4415,20.6866,68.06
16-06-2018,0.86195,110.655,0.753,1.34385,1.32,0.9977,6.4367,8.7934,1.44015,20.65805,68.06
15-06-2018,0.8614,110.67,0.7527,1.3434,1.3202,0.9976,6.4394,8.7839,1.4388,20.6295,68.06
14-06-2018,0.8643,110.63,0.754,1.3369,1.3103,0.997,6.4017,8.742,1.4333,20.8905,67.69
13-06-2018,0.8481,110.34,0.7476,1.3196,1.2986,0.9856,6.3983,8.6075,1.4235,20.6425,67.645
12-06-2018,0.8515,110.38,0.7478,1.3204,1.3015,0.9868,6.4028,8.6442,1.4271,20.7161,67.48
11-06-2018,0.8487,110.03,0.7477,1.3138,1.2977,0.9853,6.4017,8.6624,1.4231,20.593,67.47
10-06-2018,0.8485,109.46,0.7456,1.3157,1.2969,0.9849,6.4067,8.6985,1.4218,20.34,67.52
09-06-2018,0.84915,109.505,0.7456,1.31575,1.29475,0.98505,6.40665,8.7033,1.4218,20.31475,67.525
08-06-2018,0.8498,109.55,0.7456,1.3158,1.2926,0.9852,6.4066,8.7081,1.4218,20.2895,67.53
07-06-2018,0.8476,109.7,0.745,1.3113,1.2972,0.9805,6.3921,8.6993,1.4229,20.4785,67.42
06-06-2018,0.8494,110.17,0.7456,1.3043,1.2944,0.9863,6.3884,8.7336,1.4217,20.3012,66.84
05-06-2018,0.8534,109.8,0.7464,1.3128,1.2971,0.9845,6.4061,8.7515,1.4236,20.4605,67.1
04-06-2018,0.8548,109.81,0.7512,1.3079,1.2929,0.9879,6.41,8.7575,1.4227,20.077,67.07
03-06-2018,0.857,109.61,0.7487,1.3212,1.2957,0.9888,6.4204,8.8209,1.4327,19.9457,66.935
02-06-2018,0.8573,109.58,0.7489,1.3213,1.2953,0.98845,6.4204,8.8231,1.4324,19.9442,66.965
01-06-2018,0.8576,109.55,0.7491,1.3214,1.2949,0.9881,6.4204,8.8253,1.4321,19.9427,66.995
31-05-2018,0.8552,108.82,0.7519,1.3213,1.2958,0.9858,6.4103,8.8138,1.4287,19.9135,67.43
30-05-2018,0.8575,108.91,0.7523,1.3197,1.2873,0.9892,6.419,8.8104,1.4309,19.727,67.44
29-05-2018,0.8666,108.77,0.7546,1.3324,1.3018,0.9913,6.4176,8.9558,1.4485,19.836,67.84
28-05-2018,0.8603,109.42,0.7511,1.3253,1.2992,0.9937,6.3993,8.8239,1.4403,19.5955,67.4
27-05-2018,0.8555,109.41,0.7513,1.3233,1.298533333,0.9924,6.3698,8.7394,1.4449,19.5347,67.732
26-05-2018,0.85685,109.4,0.75135,1.324,1.297866667,0.9911,6.3808,8.75215,1.4452,19.5412,67.731
25-05-2018,0.8582,109.39,0.7514,1.3247,1.2972,0.9898,6.3918,8.7649,1.4455,19.5477,67.73
24-05-2018,0.8532,110.08,0.7473,1.3199,1.2882,0.9916,6.3783,8.7608,1.4445,19.573,68.34
23-05-2018,0.855,110.08,0.7493,1.3228,1.2831,0.9956,6.3885,8.7607,1.4457,19.6325,68.37
22-05-2018,0.8489,110.89,0.7443,1.3199,1.2819,0.9928,6.3675,8.6898,1.4422,19.7735,68.02
21-05-2018,0.8481,111.06,0.7446,1.3189,1.2787,0.9972,6.3835,8.6731,1.4396,19.819,68.115
20-05-2018,0.848433333,110.9566667,0.7438,1.322933333,1.281866667,0.9974,6.382333333,8.700066667,1.441966667,19.864,68.07333333
19-05-2018,0.848766667,110.8533333,0.743,1.326966667,1.285033333,0.9976,6.381166667,8.727033333,1.444333333,19.909,68.03166667
18-05-2018,0.8491,110.75,0.7422,1.331,1.2882,0.9978,6.38,8.754,1.4467,19.954,67.99
17-05-2018,0.8478,110.77,0.7399,1.3312,1.2807,1.0015,6.3671,8.734,1.4541,19.7368,67.765
16-05-2018,0.8469,110.39,0.7414,1.3304,1.2787,1.0012,6.3715,8.7049,1.4499,19.5723,67.775
15-05-2018,0.8448,110.35,0.7403,1.3383,1.2874,1.0013,6.3777,8.6855,1.4573,19.695,68.08
14-05-2018,0.8385,109.66,0.7377,1.3288,1.2813,1.0006,6.3392,8.6421,1.4464,19.6241,67.56
13-05-2018,0.8381,109.57,0.7379,1.327766667,1.280633333,1.0006,6.3375,8.626466667,1.442633333,19.55773333,67.49333333
12-05-2018,0.8377,109.48,0.7381,1.326733333,1.279966667,1.0006,6.3358,8.610833333,1.438866667,19.49136667,67.42666667
11-05-2018,0.8373,109.39,0.7383,1.3257,1.2793,1.0006,6.3341,8.5952,1.4351,19.425,67.36
10-05-2018,0.8393,109.39,0.7397,1.3275,1.2767,1.0033,6.3492,8.651,1.4362,19.2255,67.245
09-05-2018,0.8438,109.75,0.7382,1.3397,1.2854,1.0052,6.3624,8.7042,1.4313,19.5715,67.35
08-05-2018,0.8428,109.12,0.7381,1.341,1.295,1.0016,6.3707,8.8187,1.4347,19.5695,67.13
07-05-2018,0.8387,109.09,0.7376,1.3296,1.2881,1.0026,6.3667,8.8355,1.4251,19.466,67.14
06-05-2018,0.837833333,109.1,0.738033333,1.328333333,1.286933333,1.001733333,6.365366667,8.823633333,1.4249,19.4001,67.03333333
05-05-2018,0.836966667,109.11,0.738466667,1.327066667,1.285766667,1.000866667,6.364033333,8.811766667,1.4247,19.3342,66.92666667
04-05-2018,0.8361,109.12,0.7389,1.3258,1.2846,1,6.3627,8.7999,1.4245,19.2683,66.82
03-05-2018,0.8341,109.19,0.7366,1.3277,1.2847,0.9976,6.3537,8.8137,1.4201,19.0625,66.67
02-05-2018,0.8367,109.84,0.7363,1.3344,1.2884,0.9993,6.3624,8.9163,1.4296,19.089,66.69
01-05-2018,0.8338,109.86,0.7346,1.3351,1.2848,0.9964,6.3332,8.8484,1.4276,18.9505,66.8
