Date,EUR,JPY,GBP,AUD,CAD,CHF,CNY,SEK,NZD,MXN,INR
03-09-2016,0.8966,103.8066667,0.752066667,1.319933333,1.297466667,0.980566667,6.6792,8.578033333,1.369233333,18.575,66.689
02-09-2016,0.8963,103.99,0.7523,1.3205,1.2998,0.9809,6.6805,8.5826,1.3694,18.58,66.795
01-09-2016,0.8931,103.25,0.7537,1.3241,1.3102,0.9801,6.6715,8.5535,1.3731,18.75,66.801
31-08-2016,0.8962,103.42,0.7611,1.3306,1.3106,0.9838,6.6793,8.5652,1.3793,18.7851,66.973
30-08-2016,0.8975,102.97,0.7644,1.3312,1.3099,0.9839,6.6812,8.5403,1.3851,18.8046,67.144
29-08-2016,0.8938,101.92,0.7631,1.3211,1.3008,0.9782,6.6777,8.4652,1.3792,18.625,67.113
28-08-2016,0.893566667,101.89,0.762466667,1.3214,1.300633333,0.978666667,6.675766667,8.470633333,1.379866667,18.61716667,67.136
27-08-2016,0.893333333,101.86,0.761833333,1.3217,1.300466667,0.979133333,6.673833333,8.476066667,1.380533333,18.60933333,67.136
26-08-2016,0.8931,101.83,0.7612,1.322,1.3003,0.9796,6.6719,8.4815,1.3812,18.6015,67.136
25-08-2016,0.8863,100.53,0.7581,1.3127,1.2922,0.9677,6.6593,8.4072,1.3697,18.365,67.016
24-08-2016,0.8878,100.44,0.7557,1.3135,1.2926,0.9669,6.6591,8.3972,1.3678,18.457,67.167
23-08-2016,0.8846,100.25,0.7577,1.3131,1.2913,0.9638,6.6409,8.3775,1.371,18.5689,67.122
22-08-2016,0.8835,100.33,0.7611,1.3127,1.2946,0.9624,6.6507,8.3747,1.3755,18.29,67.202
21-08-2016,0.8833,100.2933333,0.762333333,1.312133333,1.292133333,0.961933333,6.651533333,8.378566667,1.374833333,18.26613333,67.137
20-08-2016,0.8831,100.2566667,0.763566667,1.311566667,1.289666667,0.961466667,6.652366667,8.382433333,1.374166667,18.24226667,67.137
19-08-2016,0.8829,100.22,0.7648,1.311,1.2872,0.961,6.6532,8.3863,1.3735,18.2184,67.137
18-08-2016,0.8808,99.89,0.7594,1.3011,1.2782,0.9542,6.6312,8.346,1.371,18.188,66.83
17-08-2016,0.8859,100.27,0.7667,1.3064,1.2845,0.962,6.6343,8.4252,1.3788,18.1355,66.893
16-08-2016,0.8866,100.31,0.7665,1.2995,1.286,0.9618,6.6253,8.4145,1.3736,18.061,66.87
15-08-2016,0.8942,101.25,0.7764,1.3032,1.2921,0.9728,6.638,8.4574,1.3872,18.0775,66.853
14-08-2016,0.8948,101.27,0.775533333,1.3047,1.293,0.973366667,6.6371,8.456433333,1.387966667,18.13873333,66.91
13-08-2016,0.8954,101.29,0.774666667,1.3062,1.2939,0.973933333,6.6362,8.455466667,1.388733333,18.19996667,66.909
12-08-2016,0.896,101.31,0.7738,1.3077,1.2948,0.9745,6.6353,8.4545,1.3895,18.2612,66.908
11-08-2016,0.8979,101.95,0.7719,1.2989,1.2991,0.9756,6.6277,8.4739,1.3872,18.229,66.75
10-08-2016,0.8947,101.28,0.7686,1.2982,1.3058,0.9751,6.638,8.4677,1.3875,18.4174,66.765
09-08-2016,0.8993,101.89,0.7691,1.3034,1.3117,0.9814,6.6557,8.5333,1.3955,18.4365,66.774
08-08-2016,0.9015,102.44,0.7669,1.307,1.3155,0.9825,6.6614,8.581,1.4009,18.555,66.81
07-08-2016,0.9017,102.23,0.766266667,1.308766667,1.315933333,0.9819,6.659733333,8.577766667,1.4005,18.6224,66.842
06-08-2016,0.9019,102.02,0.765633333,1.310533333,1.316366667,0.9813,6.658066667,8.574533333,1.4001,18.6898,66.842
05-08-2016,0.9021,101.81,0.765,1.3123,1.3168,0.9807,6.6564,8.5713,1.3997,18.7572,66.842
04-08-2016,0.8985,101.22,0.763,1.311,1.3017,0.9741,6.6418,8.5202,1.3941,18.9088,66.84
03-08-2016,0.897,101.23,0.7503,1.3177,1.3067,0.9731,6.6342,8.5466,1.3969,18.882,66.767
02-08-2016,0.8907,100.89,0.7487,1.314,1.311,0.9642,6.6272,8.51,1.3806,18.937,66.682
01-08-2016,0.8959,102.39,0.7589,1.3268,1.3123,0.9685,6.6439,8.5954,1.3943,18.8669,66.764
31-07-2016,0.8956,102.28,0.757933333,1.3233,1.3092,0.968766667,6.6417,8.581366667,1.392,18.82876667,66.656
30-07-2016,0.8953,102.17,0.756966667,1.3198,1.3061,0.969033333,6.6395,8.567333333,1.3897,18.79063333,66.6555
29-07-2016,0.895,102.06,0.756,1.3163,1.303,0.9693,6.6373,8.5533,1.3874,18.7525,66.655
28-07-2016,0.9029,105.27,0.7596,1.3329,1.3156,0.9809,6.6554,8.6412,1.4138,18.8925,67.014
27-07-2016,0.9043,105.4,0.7563,1.335,1.3188,0.986,6.67,8.6296,1.4132,18.8265,67.072
26-07-2016,0.9101,104.66,0.7615,1.3329,1.3188,0.9924,6.672,8.6595,1.4175,18.7755,67.321
25-07-2016,0.9096,105.78,0.761,1.3388,1.3216,0.9859,6.6785,8.6408,1.4292,18.7782,67.412
24-07-2016,0.9101,105.88,0.7616,1.339033333,1.318566667,0.9864,6.678833333,8.644133333,1.429133333,18.7013,67.154
23-07-2016,0.9106,105.98,0.7622,1.339266667,1.315533333,0.9869,6.679166667,8.647466667,1.429066667,18.6244,67.154
22-07-2016,0.9111,106.08,0.7628,1.3395,1.3125,0.9874,6.6795,8.6508,1.429,18.5475,67.154
21-07-2016,0.9071,105.81,0.7557,1.334,1.3087,0.9857,6.6755,8.5929,1.4294,18.5711,67.153
20-07-2016,0.9079,106.84,0.757,1.3373,1.3058,0.9871,6.6777,8.5995,1.4227,18.6758,67.163
19-07-2016,0.9073,106.12,0.7628,1.3327,1.302,0.9855,6.6963,8.6119,1.4178,18.5,67.204
18-07-2016,0.9031,106.16,0.7543,1.3173,1.2945,0.9824,6.7045,8.5482,1.4055,18.38,67.137
17-07-2016,0.904133333,105.72,0.755533333,1.318066667,1.295366667,0.9825,6.699233333,8.5613,1.405733333,18.4599,67.141
16-07-2016,0.905166667,105.28,0.756766667,1.318833333,1.296233333,0.9826,6.693966667,8.5744,1.405966667,18.5398,67.141
15-07-2016,0.9062,104.84,0.758,1.3196,1.2971,0.9827,6.6887,8.5875,1.4062,18.6197,67.141
14-07-2016,0.8992,105.34,0.7494,1.3104,1.2891,0.9808,6.6836,8.4956,1.3891,18.355,66.843
13-07-2016,0.9018,104.5,0.7606,1.3145,1.2978,0.9853,6.6863,8.4998,1.3741,18.369,67.016
12-07-2016,0.9042,104.69,0.7551,1.312,1.3043,0.9888,6.6885,8.5404,1.3696,18.341,66.975
11-07-2016,0.9043,102.81,0.7695,1.3277,1.3113,0.9829,6.6939,8.5747,1.3851,18.467,67.138
10-07-2016,0.9044,102.0566667,0.7703,1.325566667,1.309,0.983033333,6.691966667,8.576833333,1.3795,18.47926667,67.14
09-07-2016,0.9045,101.3033333,0.7711,1.323433333,1.3067,0.983166667,6.690033333,8.578966667,1.3739,18.49153333,67.1395
08-07-2016,0.9046,100.55,0.7719,1.3213,1.3044,0.9833,6.6881,8.5811,1.3683,18.5038,67.139
07-07-2016,0.9039,100.78,0.7747,1.3361,1.3003,0.9784,6.681,8.5782,1.3835,18.831,67.495
06-07-2016,0.901,101.33,0.7733,1.3299,1.2961,0.9749,6.693,8.5243,1.4021,18.733,67.411
05-07-2016,0.9029,101.72,0.7679,1.3401,1.298,0.9768,6.6796,8.5245,1.3978,18.8185,67.434
04-07-2016,0.8964,102.56,0.7523,1.3264,1.2845,0.9715,6.6653,8.4177,1.3834,18.419,67.265
03-07-2016,0.896933333,102.55,0.752866667,1.328766667,1.2869,0.972066667,6.6621,8.4237,1.386466667,18.39776667,67.189
02-07-2016,0.897466667,102.54,0.753433333,1.331133333,1.2893,0.972633333,6.6589,8.4297,1.389533333,18.37653333,67.1895
01-07-2016,0.898,102.53,0.754,1.3335,1.2917,0.9732,6.6557,8.4357,1.3926,18.3553,67.19
30-06-2016,0.9004,103.29,0.7512,1.3424,1.2925,0.9761,6.648,8.4588,1.4017,18.28,67.504
29-06-2016,0.8989,102.83,0.7448,1.342,1.2931,0.9797,6.6367,8.4568,1.4061,18.486,67.422
28-06-2016,0.9037,102.76,0.7495,1.3535,1.3023,0.9822,6.6481,8.5066,1.4188,18.8279,67.715
27-06-2016,0.9072,102,0.756,1.3637,1.3072,0.9785,6.6516,8.5574,1.4294,19.1815,67.914
26-06-2016,0.904666667,102.0766667,0.747666667,1.355766667,1.305,0.976866667,6.641666667,8.525933333,1.4202,19.098,67.884
25-06-2016,0.902133333,102.1533333,0.739333333,1.347833333,1.3028,0.975233333,6.631733333,8.494466667,1.411,19.0145,67.8845
24-06-2016,0.8996,102.23,0.731,1.3399,1.3006,0.9736,6.6218,8.463,1.4018,18.931,67.885
23-06-2016,0.878,106.16,0.6721,1.3139,1.2757,0.9582,6.5772,8.1555,1.3785,18.225,67.279
22-06-2016,0.8851,104.41,0.6799,1.3331,1.2843,0.9585,6.5775,8.2621,1.3957,18.495,67.449
21-06-2016,0.8896,104.75,0.6826,1.3423,1.2817,0.9622,6.5903,8.2806,1.4039,18.623,67.624
20-06-2016,0.8839,103.94,0.6803,1.3409,1.2805,0.9623,6.577,8.244,1.4046,18.6575,67.551
19-06-2016,0.884833333,104,0.6857,1.3445,1.2835,0.9615,6.5808,8.2731,1.408933333,18.71916667,67.074
18-06-2016,0.885766667,104.06,0.6911,1.3481,1.2865,0.9607,6.5846,8.3022,1.413266667,18.78083333,67.074
17-06-2016,0.8867,104.12,0.6965,1.3517,1.2895,0.9599,6.5884,8.3313,1.4176,18.8425,67.074
16-06-2016,0.8908,104.25,0.7041,1.3581,1.2968,0.9651,6.592,8.343,1.4192,18.9435,67.315
15-06-2016,0.8881,106.02,0.7039,1.3499,1.2913,0.9613,6.5818,8.3106,1.4217,18.9122,67.079
14-06-2016,0.8922,106.11,0.7084,1.3588,1.2872,0.9633,6.5965,8.3086,1.43,18.9309,67.292
13-06-2016,0.8856,106.25,0.7006,1.3537,1.2835,0.9644,6.5857,8.2372,1.4161,18.8405,67.187
12-06-2016,0.8867,106.4933333,0.700866667,1.354633333,1.281833333,0.9645,6.577766667,8.262866667,1.4165,18.77033333,66.952
11-06-2016,0.8878,106.7366667,0.701133333,1.355566667,1.280166667,0.9646,6.569833333,8.288533333,1.4169,18.70016667,66.952
10-06-2016,0.8889,106.98,0.7014,1.3565,1.2785,0.9647,6.5619,8.3142,1.4173,18.63,66.952
09-06-2016,0.8837,107.09,0.6916,1.3455,1.2721,0.9645,6.5619,8.1754,1.4076,18.247,66.753
08-06-2016,0.8777,106.98,0.6895,1.3386,1.2695,0.9592,6.5625,8.1105,1.4274,18.1199,66.5
07-06-2016,0.8804,107.36,0.6876,1.3405,1.2736,0.9652,6.5715,8.1296,1.4328,18.3587,66.658
06-06-2016,0.8807,107.56,0.6925,1.3574,1.2817,0.9705,6.5637,8.1233,1.4445,18.6675,66.79
05-06-2016,0.8804,107.2166667,0.691233333,1.357366667,1.2856,0.972333333,6.564066667,8.127833333,1.442066667,18.6425,66.999
04-06-2016,0.8801,106.8733333,0.689966667,1.357333333,1.2895,0.974166667,6.564433333,8.132366667,1.439633333,18.6175,66.9995
03-06-2016,0.8798,106.53,0.6887,1.3573,1.2934,0.976,6.5648,8.1369,1.4372,18.5925,67
02-06-2016,0.8967,108.86,0.6933,1.3833,1.3097,0.9904,6.5845,8.3283,1.4683,18.674,67.268
01-06-2016,0.8938,109.53,0.6936,1.378,1.3077,0.9881,6.5751,8.2949,1.4668,18.5238,67.434
31-05-2016,0.8983,110.71,0.6907,1.3825,1.3094,0.9936,6.5829,8.3327,1.4785,18.4684,67.209
30-05-2016,0.8971,111.13,0.6832,1.3923,1.3047,0.9922,6.5832,8.3348,1.4937,18.4843,67.171
29-05-2016,0.897966667,110.83,0.6834,1.3923,1.303766667,0.993033333,6.576566667,8.3402,1.493466667,18.47493333,67.032
28-05-2016,0.898833333,110.53,0.6836,1.3923,1.302833333,0.993866667,6.569933333,8.3456,1.493233333,18.46556667,67.0315
27-05-2016,0.8997,110.23,0.6838,1.3923,1.3019,0.9947,6.5633,8.351,1.493,18.4562,67.031
26-05-2016,0.8933,109.77,0.6816,1.3839,1.2978,0.9893,6.557,8.283,1.4836,18.455,66.927
25-05-2016,0.8964,110.19,0.6804,1.3891,1.3021,0.9913,6.5541,8.293,1.4841,18.484,67.273
24-05-2016,0.8976,109.99,0.6833,1.3922,1.3121,0.9933,6.5572,8.3179,1.4842,18.4803,67.63
23-05-2016,0.8913,109.23,0.6904,1.3843,1.3143,0.9896,6.5557,8.3425,1.4785,18.518,67.409
22-05-2016,0.8912,109.5366667,0.690133333,1.384433333,1.3133,0.9898,6.553466667,8.3331,1.477966667,18.45933333,67.43
21-05-2016,0.8911,109.8433333,0.689866667,1.384566667,1.3123,0.99,6.551233333,8.3237,1.477433333,18.40066667,67.419
20-05-2016,0.891,110.15,0.6896,1.3847,1.3113,0.9902,6.549,8.3143,1.4769,18.342,67.408
19-05-2016,0.8926,109.97,0.6844,1.3836,1.3094,0.9907,6.547,8.3572,1.4831,18.4235,67.436
18-05-2016,0.8915,110.19,0.685,1.383,1.3034,0.9877,6.5388,8.3529,1.4836,18.4386,67.14
17-05-2016,0.8839,109.14,0.6914,1.3653,1.2907,0.9806,6.5204,8.2573,1.4682,18.27,66.825
16-05-2016,0.8835,109.03,0.6944,1.3719,1.2895,0.9778,6.5212,8.2619,1.4727,18.3055,66.844
15-05-2016,0.8838,108.89,0.695033333,1.373233333,1.291066667,0.977033333,6.5248,8.2577,1.473866667,18.25926667,66.925
14-05-2016,0.8841,108.75,0.695666667,1.374566667,1.292633333,0.976266667,6.5284,8.2535,1.475033333,18.21303333,66.89
13-05-2016,0.8844,108.61,0.6963,1.3759,1.2942,0.9755,6.532,8.2493,1.4762,18.1668,66.855
12-05-2016,0.879,109.03,0.6921,1.3651,1.2847,0.9704,6.5168,8.1826,1.4663,17.974,66.757
11-05-2016,0.8753,108.42,0.6922,1.3558,1.285,0.9711,6.492,8.1398,1.4661,17.9946,66.561
10-05-2016,0.8794,109.27,0.6923,1.3582,1.291,0.9761,6.5183,8.1603,1.4798,17.9905,66.631
09-05-2016,0.8785,108.33,0.6942,1.3668,1.2962,0.9712,6.5169,8.1645,1.4775,18.202,66.752
08-05-2016,0.877933333,107.9266667,0.6938,1.3636,1.294433333,0.971633333,6.5113,8.156066667,1.472333333,18.0951,66.602
07-05-2016,0.877366667,107.5233333,0.6934,1.3604,1.292666667,0.972066667,6.5057,8.147633333,1.467166667,17.9882,66.601
06-05-2016,0.8768,107.12,0.693,1.3572,1.2909,0.9725,6.5001,8.1392,1.462,17.8813,66.6
05-05-2016,0.8768,107.25,0.6904,1.3394,1.2854,0.9677,6.5034,8.1112,1.4526,17.8942,66.558
04-05-2016,0.8705,107.02,0.6901,1.341,1.2869,0.9577,6.4947,8.0699,1.4535,17.7995,66.627
03-05-2016,0.8698,106.61,0.6881,1.3362,1.2721,0.9538,6.4917,8.0599,1.4464,17.6065,66.558
02-05-2016,0.867,106.42,0.6815,1.3045,1.2529,0.9543,6.4741,7.9588,1.4245,17.2014,66.346
01-05-2016,0.869,106.4,0.682433333,1.308066667,1.2537,0.9561,6.4741,7.983366667,1.427566667,17.1926,66.425
30-04-2016,0.871,106.38,0.683366667,1.311633333,1.2545,0.9579,6.4741,8.007933333,1.430633333,17.1838,66.425
29-04-2016,0.873,106.36,0.6843,1.3152,1.2553,0.9597,6.4741,8.0325,1.4337,17.175,66.425
28-04-2016,0.8809,108.11,0.6845,1.3113,1.2552,0.9668,6.4759,8.0703,1.4363,17.272,66.401
27-04-2016,0.8833,111.47,0.6876,1.3179,1.2599,0.9712,6.495,8.0954,1.4627,17.324,66.362
26-04-2016,0.8851,111.31,0.6858,1.2906,1.2604,0.9736,6.4935,8.1194,1.4493,17.3708,66.404
25-04-2016,0.8874,111.2,0.6905,1.2961,1.2679,0.975,6.493,8.1305,1.4588,17.5605,66.685
24-04-2016,0.888333333,111.3966667,0.6918,1.296533333,1.2676,0.9762,6.495633333,8.138533333,1.458933333,17.5329,66.66
23-04-2016,0.889266667,111.5933333,0.6931,1.296966667,1.2673,0.9774,6.498266667,8.146566667,1.459066667,17.5053,66.66
22-04-2016,0.8902,111.79,0.6944,1.2974,1.267,0.9786,6.5009,8.1546,1.4592,17.4777,66.66
21-04-2016,0.8859,109.45,0.6982,1.2923,1.2736,0.9753,6.4819,8.142,1.4467,17.467,66.489
20-04-2016,0.8851,109.84,0.6976,1.283,1.2655,0.9721,6.4708,8.1308,1.4331,17.2788,66.166
19-04-2016,0.8804,109.2,0.6947,1.2797,1.2668,0.9619,6.4581,8.0857,1.4196,17.3122,66.15
18-04-2016,0.8839,108.83,0.7006,1.2904,1.2782,0.9641,6.4752,8.1156,1.439,17.4382,66.416
17-04-2016,0.8847,108.81,0.7019,1.291866667,1.279533333,0.965266667,6.475333333,8.121833333,1.4409,17.4796,66.49733333
16-04-2016,0.8855,108.79,0.7032,1.293333333,1.280866667,0.966433333,6.475466667,8.128066667,1.4428,17.521,66.57866667
15-04-2016,0.8863,108.77,0.7045,1.2948,1.2822,0.9676,6.4756,8.1343,1.4447,17.5624,66.66
14-04-2016,0.8874,109.4,0.7066,1.2993,1.2845,0.9669,6.4826,8.1312,1.4602,17.4462,66.597
13-04-2016,0.887,109.34,0.704,1.3066,1.2816,0.9669,6.4784,8.1413,1.4451,17.4307,66.496
12-04-2016,0.8782,108.55,0.7005,1.3013,1.2761,0.9553,6.4656,8.0814,1.4441,17.4817,66.283
11-04-2016,0.8765,107.94,0.7022,1.3164,1.2898,0.9539,6.4595,8.1137,1.4581,17.6448,66.287
10-04-2016,0.8767,107.98,0.7041,1.318733333,1.2928,0.9537,6.4616,8.1267,1.461866667,17.6882,66.375
09-04-2016,0.8769,108.02,0.706,1.321066667,1.2958,0.9535,6.4637,8.1397,1.465633333,17.7316,66.463
08-04-2016,0.8771,108.06,0.7079,1.3234,1.2988,0.9533,6.4658,8.1527,1.4694,17.775,66.551
07-04-2016,0.879,108.22,0.7114,1.3327,1.3145,0.9556,6.463,8.1688,1.4756,17.8753,66.757
06-04-2016,0.8772,109.8,0.7082,1.3159,1.3089,0.9558,6.4809,8.1502,1.4654,17.6531,66.517
05-04-2016,0.8784,110.33,0.7062,1.3251,1.3137,0.9561,6.4772,8.1344,1.4697,17.6891,66.422
04-04-2016,0.8779,111.33,0.7011,1.3148,1.3087,0.959,6.4786,8.1305,1.463,17.49,66.106
03-04-2016,0.877966667,111.4433333,0.7017,1.311166667,1.306166667,0.9585,6.4786,8.1328,1.458166667,17.43666667,66.19233333
02-04-2016,0.878033333,111.5566667,0.7023,1.307533333,1.303633333,0.958,6.4786,8.1351,1.453333333,17.38333333,66.27866667
01-04-2016,0.8781,111.67,0.7029,1.3039,1.3011,0.9575,6.4786,8.1374,1.4485,17.33,66.365
31-03-2016,0.8788,112.58,0.6963,1.3058,1.3005,0.9617,6.449,8.1179,1.4472,17.2806,66.255
30-03-2016,0.882,112.42,0.6954,1.3036,1.2966,0.965,6.465,8.1289,1.4446,17.2325,66.375
29-03-2016,0.8857,112.69,0.6951,1.3111,1.3073,0.9668,6.5066,8.1985,1.4598,17.3399,66.375
28-03-2016,0.8931,113.45,0.7016,1.3253,1.3184,0.9738,6.5075,8.2863,1.4876,17.435,66.608
27-03-2016,0.893933333,113.3233333,0.7034,1.327533333,1.321433333,0.975066667,6.510333333,8.292233333,1.4903,17.4692,66.68166667
26-03-2016,0.894766667,113.1966667,0.7052,1.329766667,1.324466667,0.976333333,6.513166667,8.298166667,1.493,17.5034,66.75533333
25-03-2016,0.8956,113.07,0.707,1.332,1.3275,0.9776,6.516,8.3041,1.4957,17.5376,66.829
24-03-2016,0.895,112.91,0.7066,1.3281,1.3247,0.9756,6.5146,8.2923,1.4921,17.6118,66.916
23-03-2016,0.8942,112.38,0.7084,1.3277,1.3205,0.9753,6.5062,8.2642,1.491,17.5887,66.93
22-03-2016,0.8915,112.38,0.7038,1.312,1.3046,0.9727,6.4901,8.2288,1.4808,17.3331,66.755
21-03-2016,0.8896,111.94,0.696,1.3195,1.3102,0.9699,6.4846,8.2352,1.4788,17.4149,66.5
20-03-2016,0.888833333,111.8166667,0.6942,1.318066667,1.306833333,0.97,6.480266667,8.234366667,1.476333333,17.40733333,66.46133333
19-03-2016,0.888066667,111.6933333,0.6924,1.316633333,1.303466667,0.9701,6.475933333,8.233533333,1.473866667,17.39976667,66.42266667
18-03-2016,0.8873,111.57,0.6906,1.3152,1.3001,0.9702,6.4716,8.2327,1.4714,17.3922,66.384
17-03-2016,0.8835,111.39,0.6906,1.3071,1.2974,0.9677,6.475,8.1787,1.4596,17.32,66.619
16-03-2016,0.8908,112.59,0.7013,1.3242,1.3098,0.977,6.522,8.2193,1.4872,17.6,67.173
15-03-2016,0.9002,113.19,0.7066,1.341,1.3355,0.9872,6.5145,8.3154,1.5147,17.885,67.372
14-03-2016,0.9004,113.83,0.6993,1.3304,1.326,0.9873,6.5,8.3437,1.4981,17.7484,67.138
13-03-2016,0.899166667,113.8233333,0.6981,1.3278,1.3243,0.986066667,6.498433333,8.343066667,1.4931,17.73106667,67.06566667
12-03-2016,0.897933333,113.8166667,0.6969,1.3252,1.3226,0.984833333,6.496866667,8.342433333,1.4881,17.71373333,66.99333333
11-03-2016,0.8967,113.81,0.6957,1.3226,1.3209,0.9836,6.4953,8.3418,1.4831,17.6964,66.921
10-03-2016,0.8947,113.19,0.7004,1.3423,1.3346,0.9849,6.5085,8.3803,1.5017,17.8141,67.302
09-03-2016,0.9086,113.34,0.7032,1.3357,1.3251,0.9972,6.513,8.4474,1.5038,17.7623,67.128
08-03-2016,0.9086,112.61,0.7037,1.3448,1.3409,0.9955,6.5047,8.4849,1.4842,17.9299,67.313
07-03-2016,0.908,113.47,0.701,1.339,1.3279,0.9953,6.5168,8.4719,1.4705,17.755,66.989
06-03-2016,0.908233333,113.5666667,0.7016,1.340566667,1.3291,0.994833333,6.513866667,8.471433333,1.469366667,17.75666667,66.972
05-03-2016,0.908466667,113.6633333,0.7022,1.342133333,1.3303,0.994366667,6.510933333,8.470966667,1.468233333,17.75833333,66.955
04-03-2016,0.9087,113.76,0.7028,1.3437,1.3315,0.9939,6.508,8.4705,1.4671,17.76,66.938
03-03-2016,0.9125,113.69,0.7053,1.3602,1.3401,0.9924,6.5314,8.5249,1.4876,17.9215,67.122
02-03-2016,0.9202,113.48,0.7103,1.371,1.3417,0.9967,6.551,8.609,1.4981,17.82,67.395
01-03-2016,0.9203,114.01,0.7169,1.3937,1.3408,0.9974,6.5521,8.6256,1.5086,17.915,67.753
29-02-2016,0.9197,112.69,0.7186,1.4002,1.354,0.9985,6.554,8.5674,1.5173,18.135,68.208
28-02-2016,0.917966667,113.1266667,0.719366667,1.400933333,1.353066667,0.997933333,6.549466667,8.5621,1.5144,18.1822,68.38433333
27-02-2016,0.916233333,113.5633333,0.720133333,1.401666667,1.352133333,0.997366667,6.544933333,8.5568,1.5115,18.2294,68.56066667
26-02-2016,0.9145,114,0.7209,1.4024,1.3512,0.9968,6.5404,8.5515,1.5086,18.2766,68.737
25-02-2016,0.9072,113,0.7161,1.3821,1.3531,0.9903,6.5335,8.506,1.4874,18.1271,68.768
24-02-2016,0.9081,112.19,0.718,1.3895,1.3702,0.9889,6.5317,8.4893,1.5019,18.215,68.431
23-02-2016,0.9074,112.11,0.7131,1.3883,1.3794,0.9912,6.5271,8.491,1.5053,18.2108,68.561
22-02-2016,0.9066,112.92,0.7067,1.3837,1.3706,0.9998,6.5218,8.4997,1.4926,18.075,68.533
21-02-2016,0.903766667,112.8033333,0.702533333,1.388633333,1.372633333,0.996633333,6.522,8.4816,1.497733333,18.125,68.537
20-02-2016,0.900933333,112.6866667,0.698366667,1.393566667,1.374666667,0.993466667,6.5222,8.4635,1.502866667,18.175,68.541
19-02-2016,0.8981,112.57,0.6942,1.3985,1.3767,0.9903,6.5224,8.4454,1.508,18.225,68.545
18-02-2016,0.9003,113.25,0.6976,1.3972,1.3725,0.9929,6.5188,8.4443,1.5053,18.29,68.542
17-02-2016,0.8986,114.11,0.6995,1.3918,1.3669,0.9924,6.5282,8.5155,1.5078,18.361,68.329
16-02-2016,0.8973,114.08,0.699,1.4061,1.3861,0.9887,6.5169,8.5071,1.52,18.885,68.474
15-02-2016,0.8964,114.58,0.6928,1.4009,1.3835,0.9872,6.4962,8.4868,1.5042,18.8324,68.131
14-02-2016,0.893633333,114.1266667,0.691633333,1.403,1.3839,0.9839,6.5221,8.463666667,1.505333333,18.85826667,68.12666667
13-02-2016,0.890866667,113.6733333,0.690466667,1.4051,1.3843,0.9806,6.548,8.440533333,1.506466667,18.88413333,68.12233333
12-02-2016,0.8881,113.22,0.6893,1.4072,1.3847,0.9773,6.5739,8.4174,1.5076,18.91,68.118
11-02-2016,0.8831,112.42,0.6907,1.4067,1.3935,0.9729,6.5739,8.3765,1.4888,19.15,68.471
10-02-2016,0.8858,113.34,0.6886,1.4092,1.3925,0.9738,6.5739,8.3769,1.4956,18.935,67.861
09-02-2016,0.8855,115.11,0.691,1.4142,1.3865,0.9728,6.5739,8.4164,1.5071,18.8037,67.901
08-02-2016,0.8931,115.84,0.6929,1.411,1.3925,0.9871,6.5739,8.4449,1.5088,18.6736,68.034
07-02-2016,0.894133333,116.1933333,0.691766667,1.412033333,1.392166667,0.9884,6.5739,8.4521,1.508566667,18.59733333,67.95933333
06-02-2016,0.895166667,116.5466667,0.690633333,1.413066667,1.391833333,0.9897,6.5739,8.4593,1.508333333,18.52106667,67.88466667
05-02-2016,0.8962,116.9,0.6895,1.4141,1.3915,0.991,6.5739,8.4665,1.5081,18.4448,67.81
04-02-2016,0.8922,116.77,0.6855,1.3889,1.3753,0.9933,6.5648,8.3995,1.4874,18.28,67.544
03-02-2016,0.9005,117.92,0.6847,1.395,1.3781,1.0042,6.577,8.431,1.5,18.1707,67.934
02-02-2016,0.9159,119.97,0.694,1.4207,1.4053,1.0186,6.5798,8.5561,1.535,18.4805,67.975
01-02-2016,0.9184,120.98,0.6928,1.4061,1.3947,1.0198,6.5784,8.527,1.5274,18.2387,67.835
31-01-2016,0.919866667,121.0066667,0.695833333,1.4079,1.395566667,1.020933333,6.577633333,8.545233333,1.532433333,18.1958,67.84933333
30-01-2016,0.921333333,121.0333333,0.698866667,1.4097,1.396433333,1.022066667,6.576866667,8.563466667,1.537466667,18.1529,67.86366667
29-01-2016,0.9228,121.06,0.7019,1.4115,1.3973,1.0232,6.5761,8.5817,1.5425,18.11,67.878
28-01-2016,0.9142,118.83,0.6963,1.4114,1.4029,1.0136,6.5751,8.5089,1.5432,18.33,68.053
27-01-2016,0.9181,118.67,0.7026,1.4233,1.4093,1.0151,6.5778,8.5104,1.555,18.47,68.144
26-01-2016,0.9198,118.42,0.6968,1.4276,1.4116,1.017,6.5825,8.5371,1.5387,18.465,67.739
25-01-2016,0.9218,118.3,0.7018,1.4378,1.4291,1.0128,6.5793,8.5658,1.5495,18.605,67.755
24-01-2016,0.923266667,118.46,0.701533333,1.434566667,1.4233,1.0139,6.579233333,8.570233333,1.546266667,18.54833333,67.68633333
23-01-2016,0.924733333,118.62,0.701266667,1.431333333,1.4175,1.015,6.579166667,8.574666667,1.543033333,18.49166667,67.61766667
22-01-2016,0.9262,118.78,0.701,1.4281,1.4117,1.0161,6.5791,8.5791,1.5398,18.435,67.549
21-01-2016,0.9196,117.7,0.7032,1.4289,1.4263,1.0074,6.58,8.5606,1.5316,18.7283,67.799
20-01-2016,0.9182,116.94,0.7046,1.4477,1.4505,1.0046,6.5784,8.5924,1.555,18.525,67.958
